补助资金	=总数=49=政府补贴49|
终止发行	=总数=17=债券发行2|增发16|
 终止非公开发行	=总数=6=增发6|
下属申请	=总数=5=关联交易2|担保事项3|
收购控股	=总数=16=兼并收购16|
签订补充	=总数=21=未分类3|合同签订18|
 与签订补充	=总数=9=合同签订9|
职工董事	=总数=8=高管变动8|
回购计划	=总数=5=回购5|股权激励4|
股票条件	=总数=8=股权激励8|
持股股东	=总数=149=回购3|未分类1|大宗交易20|高管变动1|股份减持137|质押8|股份增持2|
重组获得	=总数=19=资产重组19|兼并收购1|
期权完成	=总数=30=股权激励30|
公开发行	=总数=1201=债券发行35|未分类95|首发250|合同签订1|股份减持1|关联交易32|增发825|资产重组5|股份增持1|
 公开发行股	=总数=223=债券发行3|未分类17|首发45|关联交易4|增发160|资产重组1|股份增持1|
  公开发行股及	=总数=6=首发5|增发2|
  非公开发行股	=总数=160=债券发行1|未分类7|关联交易4|增发151|资产重组1|股份增持1|
   非公开发行股上市	=总数=21=未分类4|增发16|资产重组1|
  业首次公开发行股	=总数=18=首发18|
 公开股发行	=总数=52=首发15|增发38|
 公开发行性	=总数=118=债券发行1|未分类21|首发7|关联交易3|增发89|资产重组2|
  非公开发行性	=总数=89=未分类2|关联交易3|增发87|资产重组2|
 公开发行及	=总数=45=债券发行1|未分类1|首发16|关联交易3|增发28|
  非公开发行及	=总数=28=未分类1|关联交易3|增发27|
 公开发行募	=总数=143=债券发行7|首发1|未分类15|关联交易1|增发120|
  非公开发行募	=总数=124=未分类8|关联交易1|增发116|
 拟公开发行	=总数=27=债券发行1|首发1|股份减持1|关联交易1|增发26|
  拟非公开发行	=总数=26=债券发行1|增发26|
   拟以非公开发行	=总数=19=增发19|
 非公开发行	=总数=848=债券发行4|未分类40|合同签订1|关联交易31|增发804|资产重组5|股份增持1|
  对非公开发行	=总数=7=债券发行1|未分类1|增发6|
  非公开发行获	=总数=11=增发11|
  非公开发行和	=总数=65=关联交易3|增发65|资产重组2|
  非公开发行之	=总数=38=未分类2|增发36|
  非公开发行中	=总数=14=增发14|关联交易1|
  非公开发行评估	=总数=9=增发9|
  非公开发行保荐	=总数=20=未分类1|增发19|关联交易1|
   非公开发行保荐书	=总数=19=增发19|关联交易1|
  非公开发行有关	=总数=14=增发14|
 公开发行中	=总数=45=债券发行1|未分类1|首发29|增发14|关联交易1|
  首次公开发行中	=总数=7=未分类1|首发6|
 公开发行之	=总数=49=未分类4|首发9|增发36|
  首次公开发行之	=总数=6=首发6|
 公开发行书	=总数=60=债券发行4|首发26|关联交易1|增发30|资产重组1|
  公开发行保荐书	=总数=21=首发2|增发19|关联交易1|
  首次公开发行上市书	=总数=7=首发7|
 以公开发行	=总数=22=未分类2|增发20|
 公开发行保荐	=总数=23=未分类1|首发3|增发19|关联交易1|
 公开发行询价	=总数=6=未分类1|首发3|增发3|
 公开发行说明书	=总数=21=债券发行6|首发14|增发1|
 公开发行人民币普通股	=总数=6=首发2|增发4|
及其进展	=总数=5=诉讼仲裁1|兼并收购2|股份增持2|
资产抵押	=总数=7=担保事项7|
公司诉讼	=总数=10=诉讼仲裁10|
修订公告	=总数=13=股权激励2|增发9|关联交易2|资产重组3|
转让报告	=总数=19=股份减持19|
股份报告	=总数=110=回购3|未分类4|股份减持1|增发90|关联交易2|资产重组1|业绩发布2|兼并收购10|预增3|股份增持2|
 股份报告及	=总数=7=未分类1|增发5|预增1|
 股份报告书	=总数=53=回购1|未分类1|关联交易2|增发49|资产重组1|兼并收购1|股份增持1|
 股份之报告	=总数=17=回购1|增发13|兼并收购3|
 及股份报告	=总数=25=回购1|关联交易1|增发23|资产重组1|兼并收购1|
 股份及报告	=总数=6=回购1|未分类1|增发3|兼并收购1|
董事辞职	=总数=215=高管变动215|
公司质押	=总数=136=回购10|质押136|
公司审议	=总数=9=未分类1|合同签订2|高管变动2|股份减持2|增发1|关联交易3|资产重组1|兼并收购2|股份增持1|担保事项2|
向本公司	=总数=6=股份减持2|交易异动1|诉讼仲裁1|关联交易2|
控股出售	=总数=10=未分类1|合同签订1|股份减持1|关联交易7|
 控股股东出售	=总数=6=股份减持1|关联交易5|
情况及书	=总数=5=增发5|关联交易1|资产重组1|
行权价格	=总数=17=回购2|股权激励15|
国有股权	=总数=15=合同签订2|股份减持10|资产重组1|业绩发布1|兼并收购2|股份增持8|
 国有股权无偿	=总数=5=股份减持3|资产重组1|兼并收购1|股份增持3|
发行停牌	=总数=7=增发7|
对外担保	=总数=232=未分类13|关联交易5|担保事项219|
 及对外担保	=总数=15=关联交易3|担保事项15|
聘任总裁	=总数=7=高管变动7|
获得通过	=总数=43=债券发行14|增发28|兼并收购1|
 获得委员会通过	=总数=35=债券发行6|配股4|增发24|兼并收购1|
授予相关	=总数=52=股权激励52|
之保荐书	=总数=10=首发9|增发1|关联交易1|
发行保荐	=总数=25=债券发行1|未分类1|首发3|增发20|关联交易1|
 发行保荐书	=总数=24=债券发行1|首发3|增发20|关联交易1|
  发行上市保荐书	=总数=22=首发3|增发19|关联交易1|
出售资产	=总数=41=大宗交易1|未分类5|合同签订5|股份减持7|增发10|关联交易20|资产重组6|兼并收购1|
 出售及资产	=总数=6=增发5|关联交易4|资产重组1|
资产收购	=总数=6=关联交易2|兼并收购6|
调整数量	=总数=14=回购2|股权激励7|增发5|
签署战略	=总数=41=合同签订41|
股东股票	=总数=110=回购73|首发1|未分类1|合同签订2|股份减持4|配股2|增发1|关联交易2|诉讼仲裁4|质押93|股份增持5|
专项资金	=总数=15=未分类1|政府补贴14|
公司非及	=总数=14=未分类1|高管变动1|关联交易3|增发12|
期权注销	=总数=29=回购6|股权激励23|
报告说明	=总数=6=股份减持1|增发3|关联交易2|资产重组1|业绩发布1|兼并收购1|
转让所持	=总数=35=未分类1|股份减持34|
情况意见	=总数=33=未分类6|增发17|关联交易17|资产重组5|业绩发布1|兼并收购2|质押1|股份增持1|
异常波动	=总数=412=交易异动412|资产重组1|
 股价异常波动	=总数=15=交易异动15|
互相担保	=总数=9=担保事项9|
发行公司	=总数=73=债券发行67|未分类2|增发5|资产重组1|
 发行公司上市	=总数=5=债券发行4|增发1|
股份事宜	=总数=12=合同签订1|股份减持1|增发6|兼并收购2|股份增持4|
重组及牌	=总数=9=增发1|资产重组8|
发行进展	=总数=44=债券发行2|未分类1|增发41|
回购公告	=总数=13=回购13|质押2|
采取整改	=总数=11=违规违纪11|
公开征集	=总数=18=回购1|债券发行2|合同签订1|股份减持2|股权激励16|股份增持1|
获得发明	=总数=21=专利获取21|
项目协议	=总数=40=合同签订40|
股票之书	=总数=15=首发5|配股1|增发9|
首期完成	=总数=5=回购1|股权激励4|
与协议书	=总数=6=合同签订6|
进行股份	=总数=7=回购2|增发4|质押1|股份增持1|
公司暂停	=总数=6=债券发行4|未分类1|资产重组1|
季度业绩	=总数=14=预减3|增发1|业绩发布10|预增3|
购买相关	=总数=12=未分类1|增发9|关联交易2|资产重组1|
发行公告	=总数=283=债券发行44|未分类33|首发116|配股7|关联交易3|增发85|资产重组2|
 股发行公告	=总数=26=首发15|配股7|增发5|
 发行牌公告	=总数=10=增发10|
 发行之公告	=总数=5=首发4|增发1|资产重组1|
 发行及公告	=总数=31=债券发行1|首发27|增发4|
 首次发行公告	=总数=12=首发12|增发1|
 网上发行公告	=总数=51=首发50|增发1|
 发行中签公告	=总数=53=首发53|
  发行中签率公告	=总数=12=债券发行1|首发11|
 发行上市公告书	=总数=33=债券发行4|首发27|增发2|
申请上市	=总数=7=首发7|
公司总裁	=总数=15=高管变动15|
收到奖励	=总数=12=获得奖项2|政府补贴10|
实施报告	=总数=12=回购1|未分类1|关联交易9|增发4|资产重组3|兼并收购1|
 实施报告书	=总数=11=回购1|关联交易9|增发4|资产重组3|兼并收购1|
报告摘要	=总数=66=合同签订3|股份减持2|关联交易15|增发39|资产重组7|质押1|兼并收购23|股份增持1|
国有无偿	=总数=7=未分类1|股份减持4|资产重组1|兼并收购1|股份增持4|
收到资金	=总数=58=未分类1|股份减持1|获得奖项2|政府补贴54|
 子公司收到资金	=总数=13=政府补贴13|
公司方案	=总数=25=债券发行1|未分类3|合同签订1|高管变动1|股权激励3|政府补贴1|关联交易1|增发14|资产重组1|
 公司方案之	=总数=6=股权激励1|增发5|
 公司及方案	=总数=8=未分类1|高管变动1|增发6|
控股持有	=总数=15=回购1|股份减持3|诉讼仲裁1|关联交易1|质押8|兼并收购2|
子公司电	=总数=7=未分类1|合同签订1|股份减持2|关联交易2|资产重组1|担保事项1|
资产及之	=总数=5=增发4|资产重组1|业绩发布1|
公司认购	=总数=34=未分类1|合同签订8|关联交易2|增发32|股份增持7|
 公司之认购	=总数=13=未分类1|合同签订8|增发11|股份增持7|
向对象及	=总数=8=股权激励1|增发7|
首次发行	=总数=105=未分类10|首发95|增发3|
部分公告	=总数=24=回购3|未分类4|股份减持2|兼并收购1|质押11|担保事项3|
 部分及公告	=总数=7=回购1|质押3|担保事项3|
政府资金	=总数=36=获得奖项1|政府补贴35|
 子公司政府资金	=总数=7=政府补贴7|
资产过户	=总数=44=股份减持1|增发36|关联交易15|资产重组10|兼并收购2|
 资产过户之	=总数=6=关联交易2|增发6|资产重组1|
 之资产过户	=总数=6=关联交易2|增发4|资产重组3|
 购买资产过户	=总数=5=增发3|资产重组3|
方案获得	=总数=6=增发2|资产重组4|
全资担保	=总数=17=关联交易1|担保事项17|
 对全资担保	=总数=5=担保事项5|
 为全资担保	=总数=8=担保事项8|
部分公司	=总数=43=未分类5|股份减持1|高管变动1|关联交易1|资产重组1|兼并收购18|担保事项2|股份增持15|
 部分及公司	=总数=5=高管变动1|兼并收购1|股份增持3|
收到发行	=总数=7=债券发行1|增发6|
 收到核准发行	=总数=5=增发5|
结果公告	=总数=99=未分类3|股权激励4|交易异动1|诉讼仲裁8|回购2|债券发行16|首发53|合同签订1|股份减持1|配股5|增发1|兼并收购1|股份增持4|
 网下结果公告	=总数=22=首发22|
 配售结果公告	=总数=22=债券发行1|首发21|
 网上中签结果公告	=总数=30=债券发行1|首发29|
授予完成	=总数=46=回购2|股权激励45|
获准发行	=总数=9=债券发行9|
产销快报	=总数=28=业绩发布28|
网上公告	=总数=63=债券发行2|首发57|配股2|增发2|
 网上中签公告	=总数=32=首发32|
  网上中签率公告	=总数=25=债券发行1|首发24|
计划人员	=总数=32=股权激励32|
申请银行	=总数=28=未分类4|担保事项24|
解除股份	=总数=7=未分类1|质押6|
以及现金	=总数=12=未分类2|关联交易1|增发10|
公司万元	=总数=8=未分类1|关联交易2|兼并收购1|担保事项4|
重大仲裁	=总数=8=诉讼仲裁8|
公司减持	=总数=13=未分类1|大宗交易1|股份减持12|
股东转让	=总数=34=首发1|合同签订2|股份减持33|关联交易1|诉讼仲裁1|股份增持4|
 股东拟转让	=总数=7=首发1|股份减持7|关联交易1|
 股东转让公司	=总数=5=合同签订1|股份减持5|股份增持1|
行权调整	=总数=7=股权激励7|
考核管理	=总数=39=未分类2|股权激励37|
交易交易	=总数=15=回购1|增发2|关联交易12|资产重组3|兼并收购4|质押1|
 交易和交易	=总数=5=增发1|关联交易3|资产重组3|兼并收购3|
 交易及交易	=总数=7=回购1|关联交易6|质押1|
签订补偿	=总数=10=合同签订10|
签订销售	=总数=7=合同签订7|
服务协议	=总数=21=未分类2|合同签订19|关联交易3|
本次资产	=总数=27=关联交易1|增发9|资产重组18|
公司选举	=总数=56=高管变动56|
会议事项	=总数=56=回购2|债券发行2|未分类10|合同签订3|高管变动18|股权激励7|增发1|关联交易14|业绩发布1|兼并收购2|担保事项13|
金融服务	=总数=19=未分类3|合同签订11|关联交易8|
 与金融服务	=总数=6=合同签订5|关联交易3|
公司股合	=总数=8=增发7|兼并收购1|
授信担保	=总数=94=关联交易3|担保事项94|
 授信及担保	=总数=9=担保事项9|
 及授信担保	=总数=5=担保事项5|
股权摘要	=总数=9=股份减持2|股权激励7|
公司股及	=总数=6=未分类1|股权激励1|增发3|质押1|
所持资产	=总数=20=未分类1|股份减持11|关联交易4|兼并收购4|
股权报告	=总数=174=未分类4|股份减持79|股权激励1|关联交易1|增发30|兼并收购59|股份增持5|
 股权之报告	=总数=5=股权激励1|兼并收购4|
 股权报告书	=总数=42=未分类4|股份减持22|兼并收购13|股份增持3|
 拟股权报告	=总数=46=未分类1|股份减持27|增发14|兼并收购6|股份增持2|
减持计划	=总数=15=大宗交易2|股份减持15|
股份获得	=总数=15=未分类1|股份减持1|增发12|兼并收购1|股份增持1|
关联进展	=总数=22=未分类3|增发2|关联交易19|资产重组2|兼并收购1|
签署股权	=总数=16=合同签订16|股份减持2|关联交易4|兼并收购7|股份增持3|
转让收益	=总数=6=合同签订1|股份减持5|
高管公告	=总数=19=高管变动19|
收购涉及	=总数=53=关联交易3|兼并收购53|
 拟收购涉及	=总数=45=兼并收购45|
和子公司	=总数=8=合同签订1|资产重组1|担保事项6|
 公司和子公司	=总数=7=资产重组1|担保事项6|
高管公司	=总数=9=股份减持3|高管变动2|股份增持4|
获得发展	=总数=5=政府补贴5|
配股股份	=总数=7=配股7|增发3|
事项事前	=总数=9=未分类1|关联交易8|
签订收储	=总数=5=合同签订5|
高级人员	=总数=188=未分类14|股份减持1|高管变动165|股份增持8|
签订经营	=总数=24=合同签订24|关联交易2|兼并收购1|
 签订常经营	=总数=10=合同签订10|
 子公司签订经营	=总数=6=合同签订6|
计划事宜	=总数=8=股权激励7|诉讼仲裁1|
签署工程	=总数=6=合同签订6|
拟持公司	=总数=16=股份减持13|股份增持3|
发行注册	=总数=6=债券发行5|增发1|
